Date,Artist,Song Name,Korean Name,Director,Video,Type,Release
2015-08-27,VIXX,Can't Say,,,https://youtu.be/OmH9RjIZjp4,Boy,Japanese
2015-08-26,ALLSTAR,Sugar,슈가,,https://youtu.be/eAPLZrwcnh4,Boy,Major
2015-08-25,2EYES,Pippi,삐삐,LIKETHAT,https://youtu.be/dvPx0Dz0Z3Y,Girl,Major
2015-08-24,"Mamamoo, Basick",Stand Up,,,https://youtu.be/JW9YIAuYUi4,Girl,Minor
2015-08-24,MyB,My Oh My,심장어택,,https://youtu.be/1YC5g5UcmFo,Girl,Major
2015-08-23,APRIL,Dream Candy,꿈사탕,Digipedi,https://youtu.be/H2T1yZbTMzo,Girl,Major
2015-08-19,JJCC,Where You At,어디야,,https://youtu.be/CLUqXE8mSyU,Boy,Major
2015-08-19,SG Wannabe,Love You,가슴 뛰도록,,https://youtu.be/3dVB4KGVkbE,Boy,Major
2015-08-19,SG Wannabe,Good Memory,좋은 기억,,https://youtu.be/gty7Yf3VUVM,Boy,Major
2015-08-18,Girls' Generation,You Think,유 싱크,Tiger Cave,https://youtu.be/hJYGddE0vHc,Girl,Major
2015-08-17,Girls' Generation,Lion Heart,라이온 하트,ZANYBROS,https://youtu.be/nVCubhQ454c,Girl,Major
2015-08-16,FTISLAND,Puppy,,,https://youtu.be/VQY5VZe01Zg,Boy,Japanese
2015-08-16,Blady,Secret Number,비밀열쇠,,https://youtu.be/6Yukzfv47m0,Girl,Major
2015-08-16,VIXX LR,Beautiful Liar,뷰티풀 라이어,,https://youtu.be/ZKTaIsFkCcY,Boy,Major
2015-08-09,B1A4,Sweet Girl,스윗 걸,Sunny Visual,https://youtu.be/5W7GSJ-4ZqQ,Boy,Major
2015-08-09,ZE:A J,Marry Me,,,https://youtu.be/-0h6axOoAIM,Boy,Chinese
2015-08-08,BtoB,Summer Color My Girl,夏色 MY GIRL,,https://youtu.be/G8BEPY1KhqI,Boy,Japanese
2015-08-06,Baechigi,Shut Up,닥쳐줘요,,https://youtu.be/BBzmsNdnWPc,Boy,Major
2015-08-04,GD&T.O.P,Zutter,쩔어,,https://youtu.be/D8t8A8E_Tqc,Boy,Major
2015-08-04,BIGBANG,Let's Not Fall In Love,우리 사랑하지 말아요,Han Samin,https://youtu.be/9jTo6hTZmiQ,Boy,Major
2015-08-03,T-ara,So Crazy,완전 미쳤네,ZANYBROS,https://youtu.be/maSoUetHock,Girl,Major
2015-08-03,Apink,Petal,꽃잎점,,https://youtu.be/CDhfIgS4aAo,Girl,Minor
2015-08-02,SHINee,Married To The Music,메리드 투 더 뮤직,,https://youtu.be/bcu7yZBeSKw,Boy,Major
2015-08-02,The Legend,Shadow,,,https://youtu.be/AxPO4jtQgYs,Boy,Major
2015-08-01,Baby Boo,Boo Boo Boo,부부부,,https://youtu.be/V2jHQ5hvsds,Girl,Major
2015-07-31,Wonder Girls,I Feel You,아이필유,Lumpens,https://youtu.be/V9QXQz6uE0M,Girl,Major
2015-07-30,Dickpunks,Let's Play In The HanRiver,한강에서 놀아요,,https://youtu.be/x8Gh2J1nRAc,Boy,Major
2015-07-29,Flashe,The Star Of Stars,별의별,,https://youtu.be/ViTab10kVBI,Girl,Major
2015-07-29,ZPZG,AOAO,,,https://youtu.be/5bEifybKxOY,Boy,Major
2015-07-26,Beast,YeY,예이,Tiger Cave,https://youtu.be/8JQJ83aFNo8,Boy,Major
2015-07-21,10X10,AMOMIA,아모미아,,https://youtu.be/b6vguT3tq6k,Girl,Major
2015-07-21,Hello Venus,I'm Ill,난 예술이야,,https://youtu.be/OtSS4xcdXpI,Girl,Major
2015-07-20,Wanna.B,Attention,전체 차렷,,https://youtu.be/8fcEkxFLHmQ,Girl,Major
2015-07-19,Beast,Gotta Go To Work,일하러 가야 돼,Tiger Cave,https://youtu.be/mjP5mx30g8c,Boy,Minor
2015-07-19,Stellar,Vibrato,떨려요,Digipedi,https://youtu.be/pOmTdFpIDX8,Girl,Major
2015-07-19,Sonamoo,Cushion,쿠션,ZANYBROS,https://youtu.be/FYqfHaAkplw,Girl,Major
2015-07-17,Awesome Baby,Why me?,내가 왜?,,https://youtu.be/aLvNgZvIV4Q,Girl,Major
2015-07-15,Super Junior,Devil,데빌,,https://youtu.be/gOwERHxXcTs,Boy,Major
2015-07-15,N*White,Paradise,천국,,https://youtu.be/_v23YGDdSVA,Girl,Major
2015-07-13,Infinite,Bad,배드,Digipedi,https://youtu.be/i1oTSAhdzNQ,Boy,Major
2015-07-12,GOT7,Just Right,딱 좋아,Naive,https://youtu.be/vrdk3IGcau8,Boy,Major
2015-07-07,D.Holic,Chewy,쫄깃쫄깃,,https://youtu.be/UvHpDhBdSto,Girl,Major
2015-07-07,Take,Rainy Day,주르르,,https://youtu.be/HDYAGD2TTcQ,Boy,Major
2015-07-05,LoveUs,Tickle,티클,,https://youtu.be/FOclpWgRqHI,Girl,Major
2015-07-03,A.cian,Just Leave,그냥 떠나가,,https://youtu.be/YaD2ayfE92Q,Boy,Minor
2015-07-02,4Ten,Go Easy,살살해,,https://youtu.be/Pr1RNlTRkXI,Girl,Major
2015-07-01,Minx,Love Shake,러브 쉐이크,,https://youtu.be/iLXyoC2HRgY,Girl,Major
2015-07-01,9MUSES,Hurt Locker,다쳐,ZANYBROS,https://youtu.be/sna6j078eOw,Girl,Major
2015-07-01,Hotshot,I'm A Hotshot,아임 어 핫샷,,https://youtu.be/LAn6KvsnP3E,Boy,Major
2015-06-30,BIGBANG,Sober,맨정신,Han Samin,https://youtu.be/MBNQgq56egk,Boy,Major
2015-06-30,Myname,Hello Again,,,https://youtu.be/nqgSLHZaO_4,Boy,Japanese
2015-06-29,Crayon Pop,Rarirure,라리루레,,https://youtu.be/AczeObkJDAM,Girl,Japanese
2015-06-28,BtoB,It's OK,괜찮아요,ZANYBROS,https://youtu.be/SNpuKLfv1EE,Boy,Major
2015-06-24,Playback,Playback,플레이백,,https://youtu.be/FZU5Nqre3vE,Girl,Major
2015-06-23,4Men,Blanket Kick,이불킥,,https://youtu.be/VviGrjBc-uU,Boy,Major
2015-06-22,GFRIEND,Me Gustas Tu,오늘부터 우리는,ZANYBROS,https://youtu.be/m-CKVr6Z1Tw,Girl,Major
2015-06-21,AOA,Heart Attack,심쿵해,,https://youtu.be/1pBgMBBsv4k,Girl,Major
2015-06-21,Teen Top,ah-ah,아침부터 아침까지,,https://youtu.be/TrOVgqgTRSM,Boy,Major
2015-06-21,SISTAR,Shake It,쉐이크 잇,,https://youtu.be/0Z7UVf26KS0,Girl,Major
2015-06-19,Asha,Mr. Liar,미스터라이어,,https://youtu.be/GpGJ6zJs_LA,Girl,Major
2015-06-18,Mamamoo,Um Oh Ah Yeh,음오아예,,https://youtu.be/pFuJAIMQjHk,Girl,Major
2015-06-15,Apink,Remember,리멤버,ZANYBROS,https://youtu.be/bXlrqQKbjSM,Girl,Major
2015-06-15,Song Jieun,Cool Night (with Sleepy),쿨밤,,https://youtu.be/TuiEhI9NOyM,Girl Solo,Minor
2015-06-14,2PM,My House,우리집,Naive,https://youtu.be/u2pFB1dCSo4,Boy,Major
2015-06-12,December,Reason,,,https://youtu.be/HKFq44bMhxo,Boy,Major
2015-06-10,Tritops,Sorry That I'm Ugly,못생겨서 미안해,,https://youtu.be/XWAAcD7afbk,Boy,Major
2015-06-10,TimeZ,Awaken,,,https://youtu.be/I4sdeLsdw0E,Boy,Major
2015-06-08,MBLAQ,Mirror,거울,,https://youtu.be/_h1_Imyi2D4,Boy,Major
2015-06-08,MelodyDay,#LoveMe,러브미,,https://youtu.be/UMOVGU-IyHY,Girl,Major
2015-06-07,Girls' Generation,Party,파티,ZANYBROS,https://youtu.be/HQzu7NYlZNQ,Girl,Major
2015-06-04,A.KOR BLACK,How We Do,하우 위 두,,https://youtu.be/4HqREloG1sE,Girl,Major
2015-06-04,BIGBANG,We Like 2 Party,위라이크투파티,Han Samin,https://youtu.be/oFmfi1vM7co,Boy,Major
2015-06-03,Boys Republic,Hello,헬로우,ZANYBROS,https://youtu.be/B1nD7untld8,Boy,Major
2015-06-03,High4,Baby Boy,베이비 보이,,https://youtu.be/QbouVzMYrYY,Boy,Major
2015-06-02,EXO,Love Me Right,러브 미 라잇,VM Project,https://youtu.be/RuqaVryDRd0,Boy,Major
2015-06-02,HALO,While You're Sleeping,니가 잠든 사이에,,https://youtu.be/duOm3S67qvw,Boy,Major
2015-06-01,BIGBANG,Bang Bang Bang,뱅뱅뱅,Seo Hyunseung,https://youtu.be/2ips2mM7Zqw,Boy,Major
2015-06-01,Year 7 Class 1,White Wind,하얀바람,,https://youtu.be/-xYDMsqqvmo,Girl,Major
2015-06-01,4Men,You’re My Home,넌 나의 집,,https://youtu.be/ujuZU7K6Lho,Boy,Major
2015-05-31,Speed,What U,왓 유,,https://youtu.be/xGci3RbaTdc,Boy,Major
2015-05-30,EXO,Call Me Baby,콜미 베이비,VM Project,https://youtu.be/yWfsla_Uh80,Boy,Major
2015-05-29,SEVENTEEN,Adore U,아낀다,Dee Shin,https://youtu.be/JyQD-B_SqUU,Boy,Major
2015-05-29,miss A,Only You,다른 남자 말고 너,Naive,https://youtu.be/zO9RzrhYR-I,Girl,Major
2015-05-28,Urban Zakapa,212,둘 하나 둘,,https://youtu.be/oop4-M-hwVE,Co-ed,Major
2015-05-27,CLC,Like,궁금해,ZANYBROS,https://youtu.be/hhlU34DloDY,Girl,Major
2015-05-27,2000won,GOODBAM,굿밤,,https://youtu.be/_sAVAyzhgj0,Boy,Major
2015-05-26,JJY Band,OMG,,,https://youtu.be/i3NBn3lus6I,Boy,Major
2015-05-25,KARA,Cupid,큐피드,,https://youtu.be/74RzHIpZuDY,Girl,Major
2015-05-23,BTS,DOPE,쩔어,Woogie Kim,https://youtu.be/BVwAVbKYYeM,Boy,Major
2015-05-22,Urban Zakapa,Get,,,https://youtu.be/g4uWEaZqP1w,Co-ed,Major
2015-05-22,Boyfriend,Glider,,,https://youtu.be/9BlbAuasu_Q,Boy,Japanese
2015-05-21,Uniq,Luv Again,,,https://youtu.be/LW151v_K2es,Boy,Major
2015-05-20,A6P,Face Off,페이스오프,,https://youtu.be/IPGHaBRQeLc,Boy,Major
2015-05-20,HISTORY,Might Just Die,죽어버릴지도 몰라,,https://youtu.be/bCyys9JqOGI,Boy,Major
2015-05-19,N.Flying,Awesome,기가 막혀,,https://youtu.be/I4yiOSuk930,Boy,Major
2015-05-18,SHINee,View,뷰,,https://youtu.be/UF53cptEE5k,Boy,Major
2015-05-18,GOT7,Love Train,,,https://youtu.be/RF8xDuagWbY,Boy,Japanese
2015-05-13,MONSTA X,Trespass,무단침입,,https://youtu.be/WLeFYKDtw1I,Boy,Major
2015-05-12,Myname,Just Tell Me,딱 말해,,https://youtu.be/6lJJUen2rcM,Boy,Major
2015-05-12,Take,Tonight,,,https://youtu.be/VzF86ejjW_w,Boy,Major
2015-05-11,Girl's Day,Hello Bubble,헬로버블,,https://youtu.be/9lSJMKi184c,Girl,Minor
2015-05-10,Jun Hyoseong,Into You,반해,ZANYBROS,https://youtu.be/N2rTpglCkaE,Girl Solo,Major
2015-05-07,BESTie,Excuse Me,익스큐즈미,ZANYBROS,https://youtu.be/AuVi2ib-0qQ,Girl,Major
2015-05-06,ROMEO,Lovesick,예쁘니까,,https://youtu.be/JIe47jQcnhc,Boy,Major
2015-05-03,TXT,Cat & Dog (English ver.),,,https://youtu.be/nvO17uPanBY,Boy,English
2015-05-02,Lovelyz,Hi~,안녕,Digipedi,https://youtu.be/zbnRfBGjeaw,Girl,Major
2015-04-30,BIGBANG,Loser,루저,Han Samin,https://youtu.be/1CTced9CMMk,Boy,Major
2015-04-30,BIGBANG,Bae Bae,배배,Seo Hyunseung,https://youtu.be/TKD03uPVD-Q,Boy,Major
2015-04-29,BTS,I NEED U,아이 니드 유,Lumpens,https://youtu.be/NMdTd9e-LEI,Boy,Major
2015-04-29,Cupid,I Feel Good,아이필굿,,https://youtu.be/4SEhoI6IdvQ,Girl,Major
2015-04-28,Infinite,24 Hours,24時間,,https://youtu.be/K6NwFALAvFs,Boy,Japanese
2015-04-26,A.cian,Driving,드라이빙,,https://youtu.be/wznxn9XsTEg,Boy,Major
2015-04-23,Uniq,EOEO,,,https://youtu.be/96THVBRqJvY,Boy,Major
2015-04-23,Mr.Mr,Out,아웃,,https://youtu.be/vGwZxPNb5uM,Boy,Major
2015-04-23,Hotshot,Watch Out,워치아웃,,https://youtu.be/UeFq-g0uTEo,Boy,Minor
2015-04-19,Oh My Girl,Cupid,오마이걸,ZANYBROS,https://youtu.be/fCrCUv6rQ7I,Girl,Major
2015-04-19,Gavy NJ,Ju Ju Ju,친구가 널봤대,,https://youtu.be/NM-z8ZGz52s,Girl,Major
2015-04-18,Apink,Promise U,새끼손가락,,https://youtu.be/nzljAKtsOuw,Girl,Minor
2015-04-17,FTISLAND,Primavera,,,https://youtu.be/qo19uXd2uI8,Boy,Japanese
2015-04-16,NU'EST,NA.NA.NA.Tears,NA.NA.NA.?,,https://youtu.be/BnGYFqgZoqk,Boy,Japanese
2015-04-15,Tritops,Missing You Missing You Missing You,보고싶다 보고싶다 보고싶다,,https://youtu.be/RQBhrgmeAwI,Boy,Major
2015-04-14,Dal Shabet,Joker,조커,,https://youtu.be/a5seeyaBMsc,Girl,Major
2015-04-14,Jinusean,Tell Me One More Time,한번 더 말해줘,,https://youtu.be/4_I1HXMcOoM,Boy,Major
2015-04-13,Infinite H,Crazy feat. Sanchez,니가 미치지 않고서야,,https://youtu.be/efgI9ySMKyk,Boy,Minor
2015-04-13,M&D,I Wish,하고 싶어,,https://youtu.be/K6lH6g1Z97E,Boy,Major
2015-04-13,Bastarz,Zero For Conduct,품행제로,,https://youtu.be/-C7vxJ8cB-Y,Boy,Major
2015-04-12,EXID,Ah Yeah,아예,Naive,https://youtu.be/egqDPipqIAg,Girl,Major
2015-04-12,24K,Hey You,오늘 예쁘네,,https://youtu.be/utggP1n2P-o,Boy,Major
2015-04-12,CROSS GENE,Play With Me,나하고 놀자,,https://youtu.be/XP7dMPSqtO0,Boy,Major
2015-04-11,J.Y. Park,Who's your mama? feat. Jessi,어머님이 누구니,Naive,https://youtu.be/kUGQ7Tz4os0,Boy Solo,Major
2015-04-10,Daybreak,Beautiful People,빛나는 사람,,https://youtu.be/DRulIX9tqnw,Boy,Major
2015-04-09,Girls' Generation,Catch Me If You Can,캐치미 이프유캔,Toshiyuki Suzuki,https://youtu.be/b09U0KLv6I4,Girl,Minor
2015-04-08,JJCC,On the Flower Bed,꽃밭에서,,https://youtu.be/37noiLM8POg,Boy,Major
2015-04-03,Take,One Spring Day,어느 봄날에,,https://youtu.be/_7EyhXyeA8A,Boy,Major
2015-04-01,Mamamoo,Ahh Oop (with eSNa),아훕!,Digipedi,https://youtu.be/JoqLnkcjZmQ,Girl,Minor
2015-03-31,Super Junior-D&E,CHOK CHOK DANCE (Everybody's CHOK CHOK DANCE),촉이 와,,https://youtu.be/XNxdSYXNEtw,Boy,
2015-03-30,Blady,Come To Me,다가와,,https://youtu.be/azhp-JLGoXw,Girl,Major
2015-03-26,Crayon Pop,FM,에프엠,,https://youtu.be/tna90t2je-4,Girl,Major
2015-03-25,LABOUM,Sugar Sugar,슈가슈가,,https://youtu.be/JrSrXr5E7P0,Girl,Major
2015-03-25,Sonamoo,Just Go,가는거야,,https://youtu.be/Hzv_bSGmqw0,Girl,Minor
2015-03-24,Hotshot,Midnight Sun,,,https://youtu.be/wxs_Q2LFWNs,Boy,Minor
2015-03-23,N-Sonic,Black Out,블랙아웃,,https://youtu.be/MO2yiJzSqYU,Boy,Major
2015-03-22,FTISLAND,Pray,,,https://youtu.be/_1ZUFyS3-e8,Boy,Major
2015-03-19,CNBLUE,White,,,https://youtu.be/2ES_seUeJMA,Boy,Japanese
2015-03-19,Bubble X,Why Didn't I Know It Then,그땐 왜 몰랐을까,,https://youtu.be/MD7doadT-IQ,Girl,Minor
2015-03-18,Untouchable,Crayon,크레파스,,https://youtu.be/XVQEhG9Qe9A,Boy,Major
2015-03-18,Davichi,Two Lovers,두사랑,,https://youtu.be/p0dKKDO3ooc,Girl,Major
2015-03-18,CLC,Pepe,페페,ZANYBROS,https://youtu.be/3qmsJbJasfo,Girl,Major
2015-03-17,SUS4,Shake It,흔들어,,https://youtu.be/XcChc8oXLhw,Girl,Major
2015-03-17,BtoB,The future (tomorrow),未?（あした）,,https://youtu.be/coCigikG8q4,Boy,Japanese
2015-03-15,Red Velvet,Ice Cream Cake,아이스크림 케이크,Woogie Kim,https://youtu.be/glXgSSOKlls,Girl,Major
2015-03-14,Red Velvet,Automatic,오토매틱,Shin Heewon,https://youtu.be/px2Q47O0_eE,Girl,Major
2015-03-11,V.O.S,Someday,어느날 어느곳 어디선가,,https://youtu.be/sZVMwoyPZlk,Boy,Major
2015-03-11,Madtown,New World,드루와,,https://youtu.be/XC07aAGbBPc,Boy,Major
2015-03-10,Stellar,Fool,멍청이,ZANYBROS,https://youtu.be/Pv9R-dhmYPk,Girl,Major
2015-03-10,SHINee,Your Number,,,https://youtu.be/xq3NB3U0Ps,Boy,Japanese
2015-03-10,A.cian,Magic Girl,마녀시대,,https://youtu.be/JQGAwv8KNIA,Boy,Minor
2015-03-08,Boyfriend,Bounce,바운스,,https://youtu.be/hnum0Qie2rY,Boy,Major
2015-03-05,B.I.G,Between Night n Music,밤과 음악 사이,,https://youtu.be/rYKwqDLc9vo,Boy,Major
2015-03-05,K-Much,Fish in a Bowl,어항 속 물고기,,https://youtu.be/1deqeiFETpc,Boy,Major
2015-03-05,Super Junior-D&E,Growing Pains,너는 나만큼,,https://youtu.be/Zs2NibgZgR4,Boy,
2015-03-03,Fiestar,You're Pitiful,짠해,,https://youtu.be/ShGVCembq70,Girl,Major
2015-03-01,Myname,Stop The Time,,,https://youtu.be/FxrJJHILtq0,Boy,Japanese
2015-02-26,NU'EST,I'm Bad,아임베드,PASTEL GLYPH,https://youtu.be/fYyV6Gi4sJw,Boy,Major
2015-02-25,Shinhwa,Sniper,표적,,https://youtu.be/y_VJHT6y-NI,Boy,Major
2015-02-25,Lip Service,In The Spring,봄 되면 어쩌나,,https://youtu.be/RuBaYkw2AQ4,Girl,Major
2015-02-24,Untouchable,Mask On,,,https://youtu.be/FrExIfM3BFQ,Boy,Major
2015-02-24,U-KISS,Action,,,https://youtu.be/OvqyNUvGiK8,Boy,Japanese
2015-02-23,VIXX,Love Equation,이별공식,,https://youtu.be/OM4C3uIXk28,Boy,Major
2015-02-22,Rainbow,Black Swan,블랙스완,,https://youtu.be/BQz6K0aWWiY,Girl,Major
2015-02-16,K-Much,24-Dec,12월 24일,,https://youtu.be/ahm8XNFP0Ww,Boy,Major
2015-02-15,Niel,Lovekiller,못된 여자,,https://youtu.be/_olc9D_5y-E,Boy Solo,Major
2015-02-11,Infinite,Dilemma,,,https://youtu.be/cUTMi0xzQeM,Boy,Japanese
2015-02-11,Myname,To Very So Much,너무 very 막,,https://youtu.be/LXvHQeG1Lu4,Boy,Major
2015-02-09,After School,Shine,,,https://youtu.be/QWScSWtG6IU,Girl,Japanese
2015-02-08,Berry Good,Because of You,요즘 너 때문에 난,,https://youtu.be/_ITfI3XC-3Q,Girl,Major
2015-02-08,4Minute,Crazy,미쳐,ZANYBROS,https://youtu.be/1nCLBTmjJBY,Girl,Major
2015-02-05,Mamamoo,My Everything,내 눈 속엔 너,,https://youtu.be/JprirXon4yo,Girl,OST
2015-02-02,Shinhwa,Memory,,,https://youtu.be/v5mHxj-ITjs,Boy,Major
2015-01-28,A.T.O,Crazy,미친,,https://youtu.be/G9bhb1l1ErU,Boy,Major
2015-01-28,Sunny Hill,Child In Time,교복을 벗고,,https://youtu.be/GHB5jlv-Atg,Girl,Major
2015-01-26,Wassup,Stupid Liar,,,https://youtu.be/z3Hqv2x3WVw,Girl,Major
2015-01-25,Infinite H,Pretty,예뻐,ZANYBROS,https://youtu.be/efK-S_R1tfk,Boy,Major
2015-01-25,4Minute,Cold Rain,추운 비,ZANYBROS,https://youtu.be/ZT9zbZGB2gE,Girl,Minor
2015-01-23,Davichi,"Sorry, I'm Happy",행복해서 미안해,,https://youtu.be/odqk5KLJpaU,Girl,Major
2015-01-23,B1A4,Shiroi Kiseki,白いキセキ,,https://youtu.be/YBgT-BUxOt0,Boy,Japanese
2015-01-22,U-KISS,Playground,놀이터,,https://youtu.be/4kVwaXys8WQ,Boy,Major
2015-01-22,1PUNCH,Nightmare,나이트메어,,https://youtu.be/Z3mtWghN8Z4,Boy,Minor
2015-01-22,1PUNCH,Turn me back,돌려놔,,https://youtu.be/rhyPcgXcODQ,Boy,Major
2015-01-22,9MUSES,Drama,드라마,ZANYBROS,https://youtu.be/0meMvE_7i1s,Girl,Major
2015-01-21,Davichi,Cry Again,또 운다 또,,https://youtu.be/nBmW1IDchS0,Girl,Major
2015-01-20,The Legend,Trace,흔적,,https://youtu.be/a6AvnkynHwU,Boy,Major
2015-01-16,Big Byung,Ojingeo Doenjang,오징어 된장,,https://youtu.be/KsBj359kpRk,Boy,Special
2015-01-14,GFRIEND,Glass Bead,유리구슬,ZANYBROS,https://youtu.be/IxnD5AViu6k,Girl,Major
2015-01-13,JJCC,Fire,질러,,https://youtu.be/KiWOvYTYsE8,Boy,Major
2015-01-12,Tahiti,Phone Number,폰넘버,,https://youtu.be/M9medBE7GD4,Girl,Major
2015-01-10,Jonghyun,D?j?-Boo feat. Zion.T,데자-부,,https://youtu.be/TcvDR5xz97g,Boy Solo,Minor
2015-01-08,Hello Venus,Wiggle Wiggle,위글위글,ZANYBROS,https://youtu.be/SkRSXFQerZs,Girl,Major
2015-01-08,Noel,Your Voice,목소리,,https://youtu.be/Pj-TNdFBCq0,Boy,Major
2015-01-08,Jonghyun,Crazy (Guilty Pleasure) feat IRON,크레이지 (길티 플레져),,https://youtu.be/6yIDkbbdOoE,Boy Solo,Major
2015-01-08,HALO,Surprise,서프라이즈,,https://youtu.be/3aEl6jiUyOc,Boy,Major
2015-01-06,Flashe,My Day,마이데이,,https://youtu.be/wNXsp5cPU3c,Girl,Major
2015-01-05,Tritops,Your Fever,너의 체온,,https://youtu.be/s9FzC5bPblw,Boy,Major
2015-01-04,4Ten,Why,왜 이래,,https://youtu.be/XMAIIKUKsoQ,Girl,Major
2015-01-04,High4,Day By Day,비슷해,,https://youtu.be/ABbYBUkAW6w,Boy,Major
2015-01-02,Epik High,Shoebox,신발장,,https://youtu.be/4lHBBxEwiCA,Boy,Minor
2014-12-28,Sonamoo,Deja vu,데자뷰,ZANYBROS,https://youtu.be/TRY0Dk9avck,Girl,Major
2014-12-28,The SeeYa,The Song of Love,사랑의 노래,,https://youtu.be/0u9yssH8EOM,Girl,Major
2014-12-21,BtoB,The Winter's Tale,울면 안 돼,,https://youtu.be/CWAhNgjB5jM,Boy,Major
2014-12-15,Nell,Green Nocturne,청춘연가,,https://youtu.be/r2lffy84yQE,Boy,Major
2014-12-11,V.O.S,The End,반대로만 살자,,https://youtu.be/73LgmFWxGFw,Boy,Major
2014-12-11,MelodyDay,Anxious,겁나,,https://youtu.be/rldxLIeHUNg,Girl,Minor
2014-12-10,Teen Top,Snow Kiss,눈사탕,,https://youtu.be/nbdWUK6c3tw,Boy,Minor
2014-12-08,Wassup,Shut Up U,시끄러워U,,https://youtu.be/WfQRC4xZuBA,Girl,Major
2014-12-05,"Dynamic Duo, Lena Park",SsSs,싱숭생숭,,https://youtu.be/77CZfaqG8L8,Boy,Major
2014-12-04,BtoB,You Can Cry,울어도 돼,,https://youtu.be/ICVx-mi3eYI,Boy,Minor
2014-12-03,Untouchable,Clockwork,,,https://youtu.be/6ef7AljTRYc,Boy,Major
2014-12-03,Luluz,How About Me?,넌 나 어때?,,https://youtu.be/pivjHQAnAJo,Girl,Major
2014-12-03,Wanna.B,My Type,,,https://youtu.be/J33ovNhjCXw,Girl,Major
2014-12-03,A-Daily,If You Don't Tell Me,말을 해야 알지,,https://youtu.be/Qo5Fq0KicCI,Girl,Major
2014-12-02,Clazziquai Project,Call Me Back,,,https://youtu.be/Yxq_QCqPXX8,Co-ed,Minor
2014-12-02,Clazziquai Project,Android,,,https://youtu.be/OmfR14eBQQo,Co-ed,Minor
2014-11-30,Infinite F,Heartthrob,가슴이 뛴다,Dari Cho (FPK),https://youtu.be/4nHMNJczXb0,Boy,Major
2014-11-28,Yery Band,Snow Love,눈사랑,,https://youtu.be/rxIA3ZENdq8,Co-ed,Major
2014-11-28,U-KISS,Sweetie,,,https://youtu.be/iKKYJQyOTDw,Boy,Japanese
2014-11-28,M.C The Max,Look at,바라보기,,https://youtu.be/X2vkvA2sk7I,Boy,Major
2014-11-26,Sunny Hill,Here I Am,지우다,,https://youtu.be/9Isov_SmYhY,Girl,Major
2014-11-24,Tiny-G M,The Only One,,,https://youtu.be/QB5h8HucGbg,Girl,Major
2014-11-24,BIGFLO,BAD MAMA JAMA,배드마마자마,,https://youtu.be/FzL3Hm2ljHU,Boy,Major
2014-11-23,Apink,LUV,러브,ZANYBROS,https://youtu.be/8dVjSvLzD1I,Girl,Major
2014-11-23,Zest,My All,,,https://youtu.be/fsAheEb2XIs,Boy,Major
2014-11-23,T-ara,Little Apple,,,https://youtu.be/uY_SVsA-nKo,Girl,CF
2014-11-20,GD X TAEYANG,Good Boy,굿보이,,https://youtu.be/1ZRb1we80kM,Boy,Major
2014-11-20,Mamamoo,Piano Man,피아노 맨,Kwon Soonwook,https://youtu.be/3IIBVnn4eTM,Girl,Major
2014-11-19,HALO,Come On Now,어서 이리온now,,https://youtu.be/xdg48Zna-1Q,Boy,Major
2014-11-19,The Legend,I Wanna Know,,,https://youtu.be/xypZht2ZOrQ,Boy,Major
2014-11-17,5URPRISE,From My Heart,프롬 마이 하트,,https://youtu.be/Sp1hIEebLFQ,Boy,Major
2014-11-16,Lovelyz,Candy Jelly Love,캔디 젤리 러브,Digipedi,https://youtu.be/HRQEs4vOIrY,Girl,Major
2014-11-16,GOT7,Stop Stop It,하지하지마,Naive,https://youtu.be/R_DX64EwH9M,Boy,Major
2014-11-11,Boys Republic,The Real One,진짜가 나타났다,,https://youtu.be/RQBisbBQ7X4,Boy,Major
2014-11-10,AOA,Like a Cat,사뿐사뿐,,https://youtu.be/qEYOyZVWlzs,Girl,Major
2014-11-09,Teen Top,I'm Sorry,우린 문제 없어,,https://youtu.be/PI-VCWkTQu8,Boy,Major
2014-11-09,Lovelyz,Good Night Like Yesterday,어제처럼 굿나잇,Digipedi,https://youtu.be/YXGVpjqIopE,Girl,Minor
2014-11-09,CROSS GENE,"I'm Not a Boy, Not Yet a Man",어려도 남자야,,https://youtu.be/_M9SmNvIJug,Boy,Major
2014-11-07,Urban Zakapa,Self Hatred,미운 나,,https://youtu.be/tAjvFyaBb0A,Co-ed,Major
2014-11-06,Year 7 Class 1,Break Up Fighting,이별파이팅,,https://youtu.be/_JA2FDntkAo,Girl,Major
2014-11-05,Hello Venus,Sticky Sticky,끈적끈적,,https://youtu.be/aP2PILSAwLs,Girl,Major
2014-11-04,Urban Zakapa,Consulation,위로,,https://youtu.be/yOHv5yjskJg,Co-ed,Major
2014-11-04,Spica,Ghost,고스트,,https://youtu.be/DikFQp6a7FM,Girl,Major
2014-11-02,Boyfriend,White Out,화이트 아웃,,https://youtu.be/B8QLLknB6Kw,Boy,Minor
2014-10-30,LABOUM,What About You,어떡할래,,https://youtu.be/gJhZCQMEc68,Girl,Major
2014-10-30,The Legend,Lost,로스트,,https://youtu.be/mYcpkjZu3HE,Boy,Major
2014-10-29,2AM,Over The Destiny,나타나 주라,,https://youtu.be/xoJOVNI-g6c,Boy,Major
2014-10-28,A.cian,Ouch,아우치,,https://youtu.be/7Jqw1Zm_inE,Boy,Major
