Date,Artist,Song Name,Korean Name,Director,Video,Type,Release
2013-04-28,UBeat,Should Have Treated You Better,있을 때 잘해 줄 걸,,https://youtu.be/lF1d4X5L-ms,Boy,Major
2013-04-25,Ladies' Code,I Won't Cry,안울래,,https://youtu.be/XYr3Mvzlb1s,Girl,Minor
2013-04-25,SHINee,Why So Serious?,와이 쏘 시리어스?,,https://youtu.be/hgeAmF7bgoE,Boy,Major
2013-04-25,HISTORY,Dreamer (narr. IU),드리머,,https://youtu.be/zM5GpSPGk-Y,Boy,Major
2013-04-25,4Minute,What's Your Name,이름이 뭐예요?,ZANYBROS,https://youtu.be/H-IJWqIHioA,Girl,Major
2013-04-24,Teen Top,Walk By,길을 걷다가,,https://youtu.be/NSKHUM-d8EU,Boy,Minor
2013-04-24,Dickpunks,Viva Youth,VIVA청춘,,https://youtu.be/FODnA8jGC0Q,Boy,Major
2013-04-18,Gavy NJ,Farewell Theater,이별극장,,https://youtu.be/n_r3HaXA-jY,Girl,Major
2013-04-17,C-Clown,Shaking Heart,흔들리고 있어,,https://youtu.be/0e56l-8K3jU,Boy,Major
2013-04-16,4Men,Thank You,,,https://youtu.be/PJlR6Tm-_tc,Boy,Major
2013-04-10,BtoB,2nd Confession,두 번째 고백,,https://youtu.be/7zuoNuI4fHQ,Boy,Major
2013-04-10,Boyfriend,Melody of Eye,瞳のメロディ,,https://youtu.be/vF5YCShFlEg,Boy,Japanese
2013-04-09,CNBLUE,Blind Love,,,https://youtu.be/XcmFrXuf0Ew,Boy,Japanese
2013-04-09,M.I.B,Nod Along!,끄덕여줘!,,https://youtu.be/m8eQf0XsCao,Boy,Major
2013-04-08,15&,Somebody,썸바디,,https://youtu.be/lnM-PQwLxC0,Girl,Major
2013-04-04,"Sunnyhill, Daybreak",Love Actually,들었다 놨다,,https://youtu.be/MStMdxnrYyY,Co-ed,Major
2013-04-04,Girls' Generation,Beep Beep,,,https://youtu.be/K36drkfv9BE,Girl,Japanese
2013-04-01,Davichi,Be Warmed,녹는 중,,https://youtu.be/dhI9bsQwFRw,Girl,Major
2013-04-01,Delight,Mega Yak,메가 약,,https://youtu.be/TloLiJE5jsM,Girl,Major
2013-03-24,ZE:A-Five,The Day We Broke Up,헤어지던 날,,https://youtu.be/1M1beIdYUl0,Boy,Major
2013-03-20,Infinite,Man In Love,남자가 사랑할 때,ZANYBROS,https://youtu.be/2C-dsCaFJzE,Boy,Major
2013-03-18,Davichi,Just The Two of Us,둘이서 한잔해,,https://youtu.be/fMWvYuk_bQo,Girl,Major
2013-03-18,KARA,Bye Bye happy Days!,バイバイ ハッピ?デイズ!,,https://youtu.be/j8RxLdoKpVM,Girl,Japanese
2013-03-18,KARA,Orion,オリオン,,https://youtu.be/0ssLwwB8ees,Girl,Japanese
2013-03-17,Evol,Get Up,겟 업,,https://youtu.be/rAUwimJaZKU,Girl,Major
2013-03-14,One Punch,Vacant Evening,멍한 오후,,https://youtu.be/6n4gJHTK_Dg,Boy,Minor
2013-03-13,Girl's Day,Expect,기대해,MONOCROM,https://youtu.be/t8YXut6_56c,Girl,Major
2013-03-13,AKMU,I love you,서울숲 청음회,,https://youtu.be/ZuyNe3AmlSk,Co-ed,OST
2013-03-12,Glam,In Front of the Mirror,거울앞에서,,https://youtu.be/PreOQpat5Mg,Girl,Major
2013-03-11,SHINee,Fire,,,https://youtu.be/BWsSiuU0ThY,Boy,Japanese
2013-03-08,Baechigi,Under The Sun,태양아래서,,https://youtu.be/Z9fXXiQNbpY,Boy,Minor
2013-03-07,Rania,Just Go,저스트 고,,https://youtu.be/oCVU4lR-Gsk,Girl,Major
2013-03-07,Ladies' Code,Bad Girl,나쁜여자,,https://youtu.be/2KmAbPcYa0A,Girl,Major
2013-03-07,U-KISS,Standing Still,,,https://youtu.be/bOPHIx81bQE,Boy,Major
2013-03-04,Davichi,Turtle,거북이,,https://youtu.be/oCK2BthiqFM,Girl,Major
2013-03-04,Excite,Try Again,그만 좀 싸우자,,https://youtu.be/sBqnrYO9rFg,Boy,Major
2013-03-04,2AM,One Spring Day,어느 봄날,ZANYBROS,https://youtu.be/UKgK5LqT6BY,Boy,Major
2013-03-04,Myname,We Are The Night,,,https://youtu.be/s0nuGcumWMA,Boy,Japanese
2013-03-03,D-Unit,Talk To My Face,얼굴보고 얘기해,,https://youtu.be/mzEEwAeNr0Y,Girl,Major
2013-02-25,Teen Top,Miss Right,긴 생머리 그녀,,https://youtu.be/TaGCTbqJKO0,Boy,Major
2013-02-20,Tritops,Too Foolish For You,참 못 났다 내가,,https://youtu.be/cS9TXGpFHPw,Boy,Major
2013-02-20,Girl's Day,White Day,화이트데이,,https://youtu.be/yZvXb38z_R8,Girl,Minor
2013-02-19,SHINee,Dream Girl,드림걸,Digipedi,https://youtu.be/vhxjEXDAy6s,Boy,Major
2013-02-19,Speed,Pain The Love Of Heart,통증,,https://youtu.be/mQUwJxKkhNo,Boy,Major
2013-02-15,Teen Top,I Wanna Love,사랑하고 싶어,,https://youtu.be/s1pNnvXMHBI,Boy,Minor
2013-02-15,Orange Caramel,Cookies Cream & mint,クッキ?クリ?ム&ミント,,https://youtu.be/QjwloyGluaA,Girl,Japanese
2013-02-14,Dasoni,Goodbye,굿바이,,https://youtu.be/ZpMScAlOzHo,Girl,Major
2013-02-12,Rainbow,Tell Me Tell Me,텔미텔미,,https://youtu.be/Zy_sgB4EJB8,Girl,Major
2013-02-12,NU'EST,Hello,여보세요,,https://youtu.be/9GdT1R2K6FE,Boy,Major
2013-02-11,Two X,Ring Ma Bell,링마벨,,https://youtu.be/FkwrdyWzyDc,Girl,Major
2013-02-11,B.A.P,ONE SHOT,원샷,ZANYBROS,https://youtu.be/1zRzl1d5vNU,Boy,Major
2013-02-07,ZE:A,The Classic,,,https://youtu.be/h6s77A5jq64,Boy,Japanese
2013-02-05,Clazziquai Project,Love Recipe,러브레시피,,https://youtu.be/HTN5mcIABg4,Co-ed,Major
2013-02-01,December,Memories,기억을 걷다보면,,https://youtu.be/Kj6C3AXG9SQ,Boy,Major
2013-01-30,SISTAR19,Gone Not Around Any Longer,있다 없으니까,,https://youtu.be/JtVhwsACgTw,Girl,Major
2013-01-28,Infinite H,Without You feat. Zion.T,니가 없을 때,ZANYBROS,https://youtu.be/SsoEF4ojw-8,Boy,Major
2013-01-28,DMTN,Safety Zone,세이프티 존,,https://youtu.be/o6YLHPPBd9k,Boy,Major
2013-01-27,4Men,Hello It's Me,안녕 나야,,https://youtu.be/k0YXPymM6Us,Boy,Major
2013-01-25,LeeSsang,Tears,눈물,,https://youtu.be/HDqBCcOv_7U,Boy,Major
2013-01-24,Egobomb,Throw It Away,갖다 버려,,https://youtu.be/64XGveCYrak,Boy,Major
2013-01-24,Myname,Just That Little Thing,그까짓거,,https://youtu.be/BCzp7l3JCEU,Boy,Major
2013-01-23,9MUSES,Dolls,돌스,Tiger Cave,https://youtu.be/qW6D8rYppwY,Girl,Major
2013-01-23,Mr.Mr,Highway,하이웨이,,https://youtu.be/dzXJ0tuRuNY,Boy,Major
2013-01-21,Speed,Never Say Goodbye,지독히도 가슴아픈 사랑,,https://youtu.be/CCHElo5l1sk,Boy,Major
2013-01-20,Tiny-G,Minimanomo,미니마니모,,https://youtu.be/r-MXLmNnarQ,Girl,Major
2013-01-17,VIXX,On and On,다칠 준비가 돼 있어,,https://youtu.be/2TcXHDJIShI,Boy,Major
2013-01-14,B.A.P,Rain Sound,빗소리,ZANYBROS,https://youtu.be/7ghpiNIKGIo,Boy,Minor
2013-01-14,Speed,It's Over,이츠 오버,,https://youtu.be/YOlBheJB3ww,Boy,Major
2013-01-14,Baechigi,Shower Of Tears,눈물샤워,,https://youtu.be/uT2aJola9xo,Boy,Major
2013-01-13,CNBLUE,I'm Sorry,아임 쏘리,,https://youtu.be/4p3cKsDCA0Y,Boy,Major
2013-01-10,Infinite H,Special Girl feat. Bumkey,스페셜 걸,ZANYBROS,https://youtu.be/vnEHiMVgEII,Boy,Major
2013-01-09,Boyfriend,I Yah,아이야,,https://youtu.be/utJrJuBQ244,Boy,Major
2013-01-08,Nell,Words you shouldn't believe,믿어선 안될 말,,https://youtu.be/QZl5aWkF4qQ,Boy,Major
2013-01-06,Speed,That's My Fault,슬픈약속,,https://youtu.be/0gxMvAa2V1Q,Boy,Major
2013-01-06,Super Junior-M,Break Down,,,https://youtu.be/e_Nz8t3vNo8,Boy,Chinese
2013-01-05,A-PRINCE,Hello,헬로,,https://youtu.be/-oHjnd26J_E,Boy,Major
2013-01-02,Apink,A Year Ago,일년전에,,https://youtu.be/bo0dILRCbTs,Girl,Minor
2013-01-01,Glam,I Like That,아이 라이크 댓,,https://youtu.be/Dwm7IlPO1Uo,Girl,Major
2013-01-01,Girls' Generation,I Got A Boy,아이 갓 어 보이,ZANYBROS,https://youtu.be/wq7ftOZBy0E,Girl,Major
2012-12-26,CNBLUE,Robot,,,https://youtu.be/0R-Ibg8YB0s,Boy,Japanese
2012-12-25,SHINee,Dazzling Girl,다즐링걸,Hideaki Sugawara,https://youtu.be/f8-aYW2biys,Boy,Japanese
2012-12-24,Super Junior-K.R.Y,Promise You,,,https://youtu.be/RlmhROGThG0,Boy,Japanese
2012-12-21,Girls' Generation,Dancing Queen,댄싱퀸,,https://youtu.be/EXZxc8GSXnI,Girl,Major
2012-12-20,December,Don't Go,,,https://youtu.be/Fy8kvKn-wMw,Boy,Major
2012-12-13,C-Real,Danger Girl,댄저 걸,,https://youtu.be/qjT58WX8c7c,Girl,Major
2012-12-13,Hello Venus,What Are You Doing Today?,오늘뭐해?,Digipedi,https://youtu.be/WOhxRzGIPYw,Girl,Major
2012-12-13,Sunny Hill,Goodbye To Romance,굿바이 투 로맨스,,https://youtu.be/MkmSxGCGW8Y,Co-ed,Major
2012-12-12,Orange Caramel,Dashing through the snow in highheels (feat. NU'EST),흰눈 사이로 하이힐 타고,,https://youtu.be/td8mzvYNRl0,Girl,Special
2012-12-11,Noel,Love 911,반창꼬,,https://youtu.be/HVhm10m8qFM,Boy,Major
2012-12-07,100%,Guy Like Me,나 같은 놈,,https://youtu.be/xzedhZOZTxo,Boy,Minor
2012-12-06,ZE:A,Beautiful Lady,아리따운 걸,,https://youtu.be/HCEd1EiVnlw,Boy,Major
2012-12-06,The SeeYa,Poison,독약,,https://youtu.be/lsNuAHmZ8Sw,Girl,Major
2012-12-05,Clazziquai Project,Can't Go On My Own,함께라면,,https://youtu.be/1ev8HYenbqk,Co-ed,Major
2012-12-04,FTISLAND,Polar Star,,,https://youtu.be/RhkPbFpy6BU,Boy,Japanese
2012-12-03,SECRET,Talk That,톡 댓,ZANYBROS,https://youtu.be/-V1-J4LNh9o,Girl,Major
2012-12-03,Nell,White night,백야,,https://youtu.be/foUVjorLgZc,Boy,Major
2012-12-03,Boyfriend,My Lady,MY LADY ～冬の?人～,,https://youtu.be/6xa2F5-A1x0,Boy,Japanese
2012-12-03,Boyfriend,Kimi to Dance Dance Dance,キミとDance Dance Dance,,https://youtu.be/dx3_XhRImVs,Boy,Japanese
2012-11-27,BIGSTAR,I Got The Feeling,느낌이와,,https://youtu.be/yWoL0t3GJvs,Boy,Major
2012-11-26,TVXQ!,Humanoids,,,https://youtu.be/XAC5KRMyiQk,Boy,Major
2012-11-26,SHINee,"Stay with me, 1000 years...",1000年、ずっとそばにいて???,,https://youtu.be/z7e18C-Bbyc,Boy,Japanese
2012-11-22,Gavy NJ,It's Pretty,이쁘네요,,https://youtu.be/VL7hee6Vues,Girl,Major
2012-11-22,C-Clown,Far away...Young love,멀어질까봐,,https://youtu.be/7GeGEfqQ9Rs,Boy,Major
2012-11-21,Girls' Generation,Flower Power,플라워 파워,Toshiyuki Suzuki,https://youtu.be/jG1cIlM1juw,Girl,Japanese
2012-11-20,U-KISS,Distance,,,https://youtu.be/Nb0wJS90QfU,Boy,Japanese
2012-11-20,Spica,Lonely,론리,,https://youtu.be/C9GqA2veVH4,Girl,Major
2012-11-18,Dal Shabet,For Darling,샤르르,,https://youtu.be/JFRtFdmIv_Q,Girl,Minor
2012-11-14,A-JAX,2MYX,투마이엑스,,https://youtu.be/s4hQhRQw4VY,Boy,Major
2012-11-14,The SeeYa,Be Without You,내 맘은 죽어가요,,https://youtu.be/BdvzVgUqOIA,Girl,Major
2012-11-13,Dal Shabet,"Have, Don't Have",있기 없기,,https://youtu.be/tMj0HkksUtU,Girl,Major
2012-11-12,Urban Zakapa,All the Same,똑같은 사랑 똑같은 이별,,https://youtu.be/VapvGNv8lcw,Co-ed,Major
2012-11-12,B1A4,Tried to Walk,걸어 본다,,https://youtu.be/IxLV7M1sdjg,Boy,Major
2012-11-08,Fiestar,We Don't Stop,위 돈 스탑,,https://youtu.be/gyu_ne_cmy8,Girl,Major
2012-11-07,Boyfriend,Janus,야누스,,https://youtu.be/fPhfnAQGB0E,Boy,Major
2012-11-06,D-Unit,Luv Me,러브 미,,https://youtu.be/9GoznY62dbg,Girl,Major
2012-11-06,Noel,Things that I couldn't say,하지 못한 말,,https://youtu.be/o1tcZWI-P30,Boy,Major
2012-11-04,24K,Secret Love,시크릿 러브,,https://youtu.be/6wRnkIr-Hig,Boy,Minor
2012-11-03,Girls' Generation,All My Love Is For You,올마이러브이즈포유,Masaaki Uchino,https://youtu.be/kKAnYWNnYW8,Girl,Japanese
2012-10-31,Tahiti,Hasta Luego,아스타 루에고,,https://youtu.be/QNY1pbUiVAc,Girl,Major
2012-10-31,Brown Eyed Soul,Always Be There,,,https://youtu.be/SkAHMY2SEs8,Boy,Major
2012-10-28,5tion,Only 4 U,,,https://youtu.be/CX1BP-54G9w,Boy,Major
2012-10-25,Girl's Day,Don't Forget Me,나를 잊지마요,,https://youtu.be/_H7ZG7yk5Wo,Girl,Major
2012-10-25,Miss S,Good Night,안자고 뭐해,,https://youtu.be/kVtCxZHyH0w,Girl,Major
2012-10-24,Urban Zakapa,River,,,https://youtu.be/7hokQ-M-l4I,Co-ed,Minor
2012-10-24,100%,Still Again,,Selfmade,https://youtu.be/XOZ5C-T8ZpM,Boy,Minor
2012-10-24,TimeZ,Hurray for Idols,아이돌 만만세,,https://youtu.be/wTPrjKVJTzI,Boy,Major
2012-10-23,BtoB,Lover Boy,사랑밖에 난 몰라,,https://youtu.be/PpkKMO6Xr8Q,Boy,Minor
2012-10-23,Myname,What's Up,,,https://youtu.be/0It28fEa50s,Boy,Japanese
2012-10-22,B.A.P,STOP IT,하지마,ZANYBROS,https://youtu.be/eHhi6g1Glhw,Boy,Major
2012-10-19,Epik High,Up,,,https://youtu.be/9EIYWmRkeRE,Boy,Major
2012-10-19,Epik High,Don't Hate Me,,,https://youtu.be/u2ePT5OlZ7o,Boy,Major
2012-10-16,Block B,Nillili Mambo,닐리리 맘보,,https://youtu.be/4AYJZvHeKFo,Boy,Major
2012-10-15,Wonder Boyz,Open The Door,문을 여시오,,https://youtu.be/vrxiXVOzsMk,Boy,Major
2012-10-15,NU'EST,Sandy,,,https://youtu.be/9LAPgDG4cIQ,Boy,Minor
2012-10-14,miss A,I Don't Need A Man,남자 없이 잘 살아,,https://youtu.be/EkSOOiMDGiY,Girl,Major
2012-10-10,Jewelry,Look at me,룩앳미,,https://youtu.be/F42fR6BCl_g,Girl,Major
2012-10-10,AOA,Get Out,겟 아웃,,https://youtu.be/9sn_g7aWGoU,Girl,Major
2012-10-10,KARA,Electric Boy,일렉트릭 보이,,https://youtu.be/IOk087zgj84,Girl,Japanese
2012-10-10,Boys Republic,You Are Special,넌 내게 특별해,,https://youtu.be/LBeTvES51oQ,Boy,Major
2012-10-08,Gavy NJ,Lady Killer,레이디킬러,,https://youtu.be/iLTKv0ixGxE,Girl,Major
2012-10-04,15&,I Dream,아이 드림,,https://youtu.be/76sZqsMp37Q,Girl,Major
2012-10-03,EXID,Every Night,매일밤,ZANYBROS,https://youtu.be/SVgkNW2cENQ,Girl,Major
2012-10-03,BIGSTAR,Thinking Of You,생각나,,https://youtu.be/tnHmXbkzm2U,Boy,Major
2012-09-27,A.cian,Stuck,,,https://youtu.be/z8j-M7oblNc,Boy,Major
2012-09-26,U-KISS,Stop Girl,,,https://youtu.be/d_AwyTp9qb0,Boy,Major
2012-09-24,TVXQ!,Catch Me,,,https://youtu.be/PfUlE2LlGro,Boy,Major
2012-09-21,AshGray,Kill Heel,,,https://youtu.be/ejlKzVAItEQ,Boy,Major
2012-09-21,AshGray,Don't forget me,날 잊지 말아요,,https://youtu.be/BgRiEnPYEl4,Boy,Minor
2012-09-20,Rania,Style,스타일,,https://youtu.be/eYvC6TmJql0,Girl,Major
2012-09-19,Mighty Mouth,At Times Like This,이럴때면,,https://youtu.be/7YTSZWwyVfA,Boy,Major
2012-09-18,100%,Bad Boy,나쁜놈,,https://youtu.be/sUcXhDmE7fE,Boy,Major
2012-09-18,Spica,I'll Be There,아윌 비 데어,,https://youtu.be/hXugfiaxLYQ,Girl,Major
2012-09-12,SECRET,Poison,포이즌,ZANYBROS,https://youtu.be/TP56DuUpKBE,Girl,Major
2012-09-11,BtoB,WOW,와우,ZANYBROS,https://youtu.be/cXcUXWL1mJA,Boy,Major
2012-09-11,Orange Caramel,Lipstick,립스틱,,https://youtu.be/M-d8EYwmdWA,Girl,Major
2012-09-09,FTISLAND,I Wish,좋겠어,,https://youtu.be/aYYMDmhfMpk,Boy,Major
2012-09-06,24K,Hurry Up (Palliwow),빨리와,,https://youtu.be/mEd0qhNNmk0,Boy,Major
2012-09-05,Urban Zakapa,I Hate You,니가 싫어,,https://youtu.be/-0AjYMW6Bm4,Co-ed,Major
2012-09-04,CNBLUE,Time Is Over,,,https://youtu.be/H2DBVcvMQCk,Boy,Japanese
2012-09-02,T-ara,Sexy Love (Drama version),섹시러브,,https://youtu.be/vb___tTA1po,Girl,Major
2012-09-02,T-ara,Sexy Love (Dance version),섹시러브,,https://youtu.be/ShVRP09NCO4,Girl,Major
2012-09-02,"T-ara, Shannon, Gunji",Day and Night,낮과 밤,,https://youtu.be/xiGfctpa-x8,Girl,Minor
2012-08-30,Fiestar,Vista,비스타,,https://youtu.be/2FBfIH1Fimw,Girl,Major
2012-08-30,Boyfriend,Be My Shine~ I will not let you go ~,Be my shine ～君を離さない～,,https://youtu.be/cSYiMqbtj-Q,Boy,Japanese
2012-08-28,B.A.P,CRASH,대박사건,,https://youtu.be/omu0-hvXuhs,Boy,Minor
2012-08-26,ZE:A,Phoenix,,,https://youtu.be/iFEC-bcJJj0,Boy,Major
2012-08-22,Tiny-G,Tiny-G,작은거인,,https://youtu.be/19VgRyl8edo,Girl,Major
2012-08-21,KARA,Pandora,판도라,,https://youtu.be/g0XpNvLWimo,Girl,Major
2012-08-20,U-KISS,One of You,,,https://youtu.be/EPaIGmlBOGw,Boy,Japanese
2012-08-16,FTISLAND,Top Secret,,,https://youtu.be/2Trubk4xZ-8,Boy,Japanese
2012-08-15,Two X,Double Up,,,https://youtu.be/nCBV176XWB0,Girl,Major
2012-08-14,EXID,I Feel Good,아이필굿,ZANYBROS,https://youtu.be/CWFB8HCQsu0,Girl,Major
2012-08-13,VIXX,Rock Ur Body,락 유어 바디,ZANYBROS,https://youtu.be/_uRrv67FCb0,Boy,Major
2012-08-12,NU'EST,Not Over You,낫 오버 유,,https://youtu.be/ob5pwn7bF8s,Boy,Minor
2012-08-10,Super Junior-K.R.Y,The One I Love,한 사람만을,,https://youtu.be/HYt-1l7xhZQ,Boy,Major
2012-08-09,CNBLUE,Come On,,,https://youtu.be/UDpuWQgRHag,Boy,Japanese
2012-08-09,Evol,We are a bit different,우린 좀 달라,,https://youtu.be/187oF0LI5QQ,Girl,Major
2012-08-09,Tasty,You Know Me,너 나 알아,,https://youtu.be/m_joKpiEDuM,Boy,Major
2012-08-08,Supernova,She's Gone,,,https://youtu.be/NKWKyiQ19cY,Boy,Major
2012-08-06,4Minute,Love Tension,러브텐션,ZANYBROS,https://youtu.be/omRLij2knRk,Girl,Japanese
2012-08-03,Teen Top,Be Ma Girl,나랑 사귈래?,,https://youtu.be/ReyRdXsqlrE,Boy,Major
2012-08-01,D-Unit,I'm Missin' You,아임 미싱 유,,https://youtu.be/l2EBlde3xJU,Girl,Major
2012-07-31,CNBLUE,Friday (T.G.I Friday's Brand Song),,,https://youtu.be/r_aWJWfaRVg,Boy,CF
2012-07-30,AOA,Elvis,엘비스,,https://youtu.be/e5KOIrBcwj8,Girl,Major
2012-07-25,"Fiestar, IU",Sea of Moonlight,달빛바다,,https://youtu.be/HiIjdaSlFug,Girl,Major
2012-07-24,A-PRINCE,You're The Only One,너 하나만 생각해,,https://youtu.be/6oGDZ1S1iCU,Boy,Major
2012-07-23,Crayon Pop,Bing Bing,빙빙,,https://youtu.be/CaTcPBuqspE,Girl,Major
2012-07-21,Beast,Beautiful Night,아름다운 밤이야,ZANYBROS,https://youtu.be/ckIGhwQtd-c,Boy,Major
2012-07-21,Crayon Pop,Saturday Night,세러데이 나잇,,https://youtu.be/fdQxjfv83V8,Girl,Major
2012-07-19,Glam,Party(XXO),파티(XXO),,https://youtu.be/dd-EnU-s9Rg,Girl,Major
2012-07-18,B.A.P,NO MERCY,노 멀씨,ZANYBROS,https://youtu.be/MxPb3z76uAY,Boy,Major
2012-07-18,C-Clown,Solo,솔로,,https://youtu.be/lvbGmWIHM6k,Boy,Major
2012-07-16,Brown Eyed Girls,One Summer Night,한 여름밤의 꿈,ZANYBROS,https://youtu.be/vgBlBFL3CBo,Girl,Major
2012-07-13,Tahiti,Tonight,투나잇,,https://youtu.be/AC5YY3Wxkr8,Girl,Major
2012-07-11,BIGSTAR,Hot Boy,핫보이,,https://youtu.be/qLunOf5QsYQ,Boy,Major
2012-07-10,A-JAX,HOT GAME,핫게임,ZANYBROS,https://youtu.be/RLfVoz8ncXQ,Boy,Major
2012-07-10,NU'EST,Action,액션,,https://youtu.be/utyi1VU6aAU,Boy,Major
2012-07-09,December,Unfinished,,,https://youtu.be/uO3_bYNBSOM,Boy,Major
2012-07-09,Wonder Girls,Like Money ft. Akon,라이크 머니,Ethan Lander,https://youtu.be/quE6Cq4Q2bs,Girl,English
2012-07-08,T-ara,Day by Day (Dance version),데이바이데이,Cha Euntaek,https://youtu.be/kb6mCsvLqP0,Girl,Major
2012-07-07,CROSS GENE,La-Di Da-Di,라디다디,,https://youtu.be/QTCXEQ3zmUY,Boy,Major
2012-07-06,2NE1,I Love You,아이 러브 유,Seo Hyunseung,https://youtu.be/LUrUPzLm5SI,Girl,Major
2012-07-06,Myname,Summer Party,,,https://youtu.be/jsKWVPx-BlU,Boy,Japanese
2012-07-05,U-KISS,Dear My Friend,,,https://youtu.be/rCmJ9Mjp8uI,Boy,Japanese
2012-07-03,ZE:A,Aftermath,후유증,,https://youtu.be/J6xPw2UWNQg,Boy,Major
2012-07-02,T-ara,Day by Day (Drama version),데이바이데이,Cha Euntaek,https://youtu.be/brnCe8lL7l4,Girl,Major
2012-06-27,SISTAR,Loving U,러빙유,,https://youtu.be/oL2AlXWVbKU,Girl,Major
2012-06-19,After School,Flashback,플래쉬백,,https://youtu.be/t0IKUhydr_8,Girl,Major
2012-06-14,Girls' Generation,Paparazzi,파파라치,Toshiyuki Suzuki,https://youtu.be/IUqP1xzRZkw,Girl,Japanese
2012-06-14,Boyfriend,Love Style,러브스타일,,https://youtu.be/UoFLHRVsVuU,Boy,Major
2012-06-11,f(x),Electric Shock,일렉트릭 쇼크,,https://youtu.be/n8I8QGFA1oM,Girl,Major
2012-06-09,U-KISS,Believe,,,https://youtu.be/P_E0J2WIfw0,Boy,Major
2012-06-05,Dal Shabet,Mr. BangBang,미스터 뱅뱅,ZANYBROS,https://youtu.be/0tVe-60aQ5Q,Girl,Major
2012-06-05,Girls' Generation-TTS,OMG (Oh My God),,,https://youtu.be/V-yT_c8ZL2Y,Girl,Minor
2012-06-05,2NE1,Be Mine,,,https://youtu.be/vZtd_m3VDJI,Girl,CF
2012-06-02,BIGBANG,Monster,몬스터,Han Samin,https://youtu.be/btDd9rOlc2k,Boy,Major
2012-06-02,Wonder Girls,Like This,라이크디스,Jang Jaehyeok,https://youtu.be/7EZTUYwjWBs,Girl,Major
2012-05-31,A-JAX,ONE 4 U,원포유,,https://youtu.be/M5LtlBuS3H4,Boy,Major
2012-05-31,Myname,Hello & Goodbye,헬로앤굿바이,,https://youtu.be/i0tBpo6_7Xg,Boy,Major
2012-05-30,Teen Top,To You,투 유,,https://youtu.be/Cn4R8Y-hRfY,Boy,Major
2012-05-29,M.I.B,Only Hard For Me,나만 힘들게,,https://youtu.be/weHAkYz2Jek,Boy,Major
2012-05-29,LeeSsang,Pursuing The Happiness,행복을 찾아서,,https://youtu.be/le0GI8FtB2o,Boy,Minor
2012-05-28,Sunny Hill,Do It,두잇,,https://youtu.be/JcRrRJTCdOY,Co-ed,OST
2012-05-27,As One,Day By Day 2012,,,https://youtu.be/JIkeAeFqvU0,Girl,Major
2012-05-24,Tritops,Love Addiction,금단현상,,https://youtu.be/KZN56v8VaXk,Boy,Major
2012-05-24,LeeSsang,Someday,,,https://youtu.be/2ijmmNmJ09k,Boy,Major
2012-05-23,T-ara,Round and Round,빙글빙글,,https://youtu.be/0tMQEr1DGgA,Girl,Major
2012-05-23,B1A4,Baby Good Night,잘자요 굿나잇,,https://youtu.be/j_ZnxKSPJH8,Boy,Major
2012-05-23,VIXX,Super Hero,슈퍼히어로,ZANYBROS,https://youtu.be/pT0rl2luupY,Boy,Major
2012-05-22,BtoB,Irresistible Lips,그 입술을 뺏었어,ZANYBROS,https://youtu.be/uTB_2OfZMrk,Boy,Minor
2012-05-22,FTISLAND,Stay,,,https://youtu.be/rSPP9Zxg4BY,Boy,Japanese
2012-05-20,2PM,Only You,온리 유,,https://youtu.be/8lh_MbSDKzA,Boy,Minor
2012-05-19,JJ Project,Bounce,,,https://youtu.be/1yvic9sAg64,Boy,Major
2012-05-18,LeeSsang,Hard To Be Humble,겸손은 힘들어,,https://youtu.be/moxWZXFlkjo,Boy,Major
2012-05-16,DMTN,E.R,이알,,https://youtu.be/eJBksKJ2bmU,Boy,Major
2012-05-15,C-Real,Sorry But I,쏘리 벗 아이,,https://youtu.be/2VKkIjhDNGk,Girl,Major
2012-05-15,Infinite,The Chaser,추격자,Soo A Whang (FPK),https://youtu.be/wgmSImDoJNg,Boy,Major
2012-05-14,A-JAX,Never Let Go,너 밖에 몰라서,,https://youtu.be/O_XBL6sQffA,Boy,Major
2012-05-14,Broken Valentine,Down,,,https://youtu.be/Vwr4PuYYCNc,Boy,Major
2012-05-09,Apink,Hush,허쉬,ZANYBROS,https://youtu.be/q-67jToInT0,Girl,Major
2012-05-09,Super Junior,Opera,오페라,,https://youtu.be/r0UnFPcdr2c,Boy,Japanese
2012-05-09,Mighty Mouth,Bad Boy,나쁜놈,,https://youtu.be/N3jqfRcW354,Boy,Major
2012-05-08,Hello Venus,Venus,비너스,Kim Hyejung,https://youtu.be/zU3Ug5pw7sw,Girl,Major
2012-05-08,Block B,Action (RMX),액션,,https://youtu.be/fRjbO8Kx0jM,Boy,Minor
2012-05-02,BtoB,Father,아버지,,https://youtu.be/J6wwClvnq8Y,Boy,Minor
2012-05-02,Gavy NJ,Don't Call Me,연락하지마,,https://youtu.be/9aA6bgS-aFQ,Girl,Major
2012-05-01,Touch,Walk With Me,같이 걷자,,https://youtu.be/je0sXjCyR_8,Boy,Major
2012-05-01,Stellar,UFO,유에프오,ZANYBROS,https://youtu.be/M89N7rw2Dtc,Girl,Major
2012-05-01,FTISLAND,Neverland,,,https://youtu.be/Fve3Cl8w5Ys,Boy,Japanese
2012-04-30,Girls' Generation-TTS,Twinkle,,,https://youtu.be/JmM04_OgajU,Girl,Major
2012-04-30,December,She's Gone,,,https://youtu.be/dLuc9HWknBc,Boy,Major
